Name,ABN,Total income $,Taxable income $,Tax payable $,Income year
PUMA ENERGY (AUSTRALIA) ASSETS HOLDINGS PTY LTD,24167119020,334299525,0,0,2019-20
PVH BRANDS AUSTRALIA PTY LIMITED,15165485290,123594117,0,0,2019-20
PZ CUSSONS (HOLDINGS) PTY LTD,19000327873,174167815,7584114,2275234,2019-20
QANTAS AIRWAYS LIMITED,16009661901,13872571912,0,0,2019-20
QANTM INTELLECTUAL PROPERTY LTD,43612441326,113377191,16346880,4904064,2019-20
QATAR AIRWAYS GROUP (Q.C.S.C),18105742916,579185089,0,0,2019-20
QBE INSURANCE GROUP LIMITED,28008485014,6953137977,439101453,103969171,2019-20
QENOS HOLDINGS PTY LTD,62086026968,714747689,0,0,2019-20
QGC UPSTREAM HOLDINGS PTY LTD,76130856843,4601955763,0,0,2019-20
QIC AGRIBUSINESS HOLDINGS PTY LTD,93612232112,122044357,0,0,2019-20
QINETIQ PTY LTD,68125805647,106990992,14025182,4123138,2019-20
QMS MEDIA LIMITED,71603037341,228685386,13552164,3979628,2019-20
QUADRA PACIFIC (AUST) CORP PTY LTD,70060599420,151547071,131108450,39332535,2019-20
QUASAR RESOURCES PTY LTD,17101227070,179593043,0,0,2019-20
QUBE HOLDINGS LIMITED,14149723053,1759984078,122246045,36239756,2019-20
QUEENSLAND ALUMINA LIMITED,98009725044,1000519000,10575856,0,2019-20
QUEENSLAND COUNTRY BANK LIMITED,77087651027,121004904,9030810,2594973,2019-20
QUEENSLAND COUNTRY HEALTH FUND LTD,18085048237,136579889,8241095,2219276,2019-20
QUEENSLAND NITRATES PTY LTD,63079889268,162299532,41861583,12558475,2019-20
QUIKSILVER AUSTRALIA PTY LTD,20091136195,359807437,0,0,2019-20
QUINTIS HOLDCO PTY LTD,44626968858,106953114,0,0,2019-20
R&F DEVELOPMENT HOLDINGS PTY LTD,77169840555,151819615,0,0,2019-20
RA PARTNERSHIP HOLDING 1 PTY LTD,74610717407,375928553,33558172,8447345,2019-20
RABO AUSTRALIA LIMITED,39060452217,1178968119,294422461,88326738,2019-20
RALERU LTD,52002575340,153602919,623615,187084,2019-20
RALPH LAUREN AUSTRALIA PTY LTD,61118847359,127912273,14313968,4294190,2019-20
RAMELIUS RESOURCES LIMITED,51001717540,462917800,73111496,21927095,2019-20
RAMSAY HEALTH CARE LIMITED,57001288768,4899345994,531360579,156427862,2019-20
RANDSTAD HOLDINGS PTY LIMITED,33098899855,961899012,0,0,2019-20
RATCH-AUSTRALIA CORPORATION PTY LTD,31106617332,139731907,0,0,2019-20
RAYTHEON AUSTRALIA PTY LTD,35063709295,734786339,87740172,23948486,2019-20
RCL CRUISES LTD,54150263086,100482337,1334324,400297,2019-20
RDO AUSTRALIA GROUP PTY LTD,82169836533,272588987,8247678,2474303,2019-20
REA GROUP LIMITED,54068349066,800489129,454509686,126522019,2019-20
READING ENTERTAINMENT AUSTRALIA PTY LTD,12070893908,147671599,25227473,7404313,2019-20
RECKITT BENCKISER HEALTHCARE AUSTRALIA PTY LIMITED,64000071278,719765594,34046585,10213976,2019-20
RECOCHEM INC,69010485999,103018262,8570107,2571032,2019-20
RED 5 LIMITED,73068647610,307366795,0,0,2019-20
RED BULL AUSTRALIA PTY LTD,67085840259,213465963,16986203,5095861,2019-20
RED HOT AUSTRALIA HOLDCO PTY LIMITED,38620321351,283338131,0,0,2019-20
REDBUBBLE LTD,11119200592,106959571,0,0,2019-20
REDCAPE HOTEL TRUST II,62958405971,260213735,0,0,2019-20
REDPATH (AUSTRALIA) HOLDINGS PTY LTD,43133126682,259333745,240712,0,2019-20
REECE LIMITED,49004313133,2814516825,242983589,72683814,2019-20
REED INDUSTRIAL MINERALS PTY LTD,67138805722,243645437,0,0,2019-20
REFINITIV AUSTRALIA PTY LTD,70002834237,149870117,2445605,733682,2019-20
REGIONAL EXPRESS HOLDINGS LIMITED,18099547270,261816908,33062007,9918602,2019-20
REGIS HEALTHCARE LIMITED,11125203054,740669754,27173233,8151970,2019-20
REGIS RESOURCES LIMITED,28009174761,756656341,233997559,70199268,2019-20
REGUS CENTRES PTY LIMITED,54085537266,120817443,13232275,3969682,2019-20
RELIANCE WORLDWIDE CORPORATION LIMITED,46610855877,306234180,71364360,16541578,2019-20
RELX AUSTRALIA PTY LTD,19004323166,219590253,19904773,5971432,2019-20
REMONDIS AUSTRALIA PTY LTD,95002429781,373358122,24072013,7221604,2019-20
RENTOKIL PTY LTD,61000143733,251442532,20020025,6006008,2019-20
RESIMAC GROUP LIMITED,55095034003,226717029,80299687,24089906,2019-20
RESMED HOLDINGS PTY LIMITED,28003765133,1537826099,560933283,134472296,2019-20
RESOLUTE MINING LIMITED,39097088689,134732958,0,0,2019-20
RESTAURANT BRANDS AUSTRALIA HOLDINGS PTY LTD,53611058701,160359036,10161942,3048583,2019-20
RETAIL ZOO HOLDINGS PTY LIMITED,51169039721,155185488,9881252,2761520,2019-20
REVLON AUSTRALIA PTY LTD,18095360731,171626357,11395528,3418658,2019-20
REWARD GATEWAY PTY LTD,40141363564,141745865,4342049,1302615,2019-20
REWARD SUPPLY CO PTY LTD,40010183669,158266223,3544235,958178,2019-20
REXEL HOLDINGS AUSTRALIA PTY LTD,17081022068,798572009,0,0,2019-20
RGA AUSTRALIAN HOLDINGS PTY LTD,20071125507,910109086,0,0,2019-20
RGF STAFFING PTY LIMITED,84603568403,1703851432,9136551,2564949,2019-20
RHEINMETALL DEFENCE AUSTRALIA PTY LTD,62137668092,321118430,5471063,440272,2019-20
RHEINMETALL MAN MILITARY VEHICLES AUSTRALIA PTY LIMITED,87114035595,418844040,10791852,2113294,2019-20
RHIPE LIMITED,91112452436,214422653,7738962,1920444,2019-20
RHODIUM TRADING AUSTRALIA PTY LTD,18613106666,237253245,4365058,1309517,2019-20
RICEGROWERS LIMITED,55007481156,766032457,19725155,4499083,2019-20
RICHEMONT AUSTRALIA PTY LIMITED,99003432504,308122023,24834126,7450212,2019-20
RICHLAND EXPRESS PTY LIMITED,52127488340,136802000,1259560,377868,2019-20
RICOH AUSTRALIA PTY LTD,30000593171,317577992,0,0,2019-20
RIDLEY CORPORATION LIMITED,33006708765,968076482,25520637,312764,2019-20
RINNAI AUSTRALIA PTY LTD,74005138769,312353649,9069821,2136211,2019-20
RIO DOCE AUSTRALIA PTY LTD,63112797403,848569729,0,0,2019-20
RIO TINTO LTD,96004458404,39462709171,17880923387,5182266536,2019-20
RISEN ENERGY (AUSTRALIA) PTY LTD,97168750374,324047162,0,0,2019-20
RIVALEA HOLDINGS PTY LTD,37097393112,347058407,3065443,0,2019-20
RIVERINA (AUSTRALIA) PTY LIMITED,76010755254,581668781,5103038,1224741,2019-20
RIVERINA OILS & BIO ENERGY PTY LIMITED,25103697703,186378959,0,0,2019-20
RIVIERA HOLDINGS (AUS) PTY LTD,96169709415,339278540,41097728,11696697,2019-20
ROBE RIVER MINING CO PTY LTD,71008694246,2647695563,1599355386,479679763,2019-20
ROBERT BOSCH (AUSTRALIA) PTY LTD,48004315628,956203267,60223847,0,2019-20
ROBERT HALF AUSTRALIA PTY LIMITED,32081257052,120482460,9213608,2764082,2019-20
ROBERT WALTERS PTY LTD,18079521618,282310485,2296116,658820,2019-20
ROCHE DIAGNOSTICS AUSTRALIA PTY LTD,29003001205,277025899,15862808,4758842,2019-20
ROCHE PRODUCTS PTY LIMITED,70000132865,619466374,70483141,9274436,2019-20
ROCKWELL AUTOMATION AUSTRALIA LIMTED,80005549477,154049130,7855704,2348067,2019-20
ROHLIG AUSTRALIA PTY LTD,51001191402,155215220,1889955,566986,2019-20
ROLEX AUSTRALIA PTY LTD,47005956338,161884860,8268586,2480576,2019-20
RONDO BUILDING SERVICES PTY LTD,69000289207,257418637,37856921,10412018,2019-20
ROXY-PACIFIC GLEBE PTY LTD,96606482464,228503453,35028630,10508589,2019-20
ROYAL AUTOMOBILE ASSOCIATION OF SOUTH AUSTRALIA INC,90020001807,508404001,27253591,7934708,2019-20
ROYAL AUTOMOBILE CLUB OF VICTORIA (RACV) LIMITED,44004060833,698965162,82038286,0,2019-20
ROYAL BANK OF CANADA,86076940880,537047304,127962064,38388619,2019-20
ROYAL CANIN AUSTRALIA PTY LTD,88092020178,176227982,17318886,5195666,2019-20
RPS ENERGY PTY LTD,44072504299,231542654,13803370,4087118,2019-20
RTA HOLDCO AUSTRALIA 1 PTY LTD,17128762318,2440044554,3422309,0,2019-20
RTPDS AUS PTY LTD,21099346899,7500017053,10714297850,3641,2019-20
RUSSELL INVESTMENTS AUSTRALIA HOLDCO PTY LTD,99612159314,177308657,39964163,11989249,2019-20
RXP SERVICES LIMITED,30146959917,126815670,7530636,2259191,2019-20
RYOWA DEVELOPMENT II PTY LTD,22063780021,200247552,0,0,2019-20
S-PROCESS EQUIPMENT AUSTRALIA PTY LTD,21127927226,206810795,39408934,11381020,2019-20
SAAB TECHNOLOGIES AUSTRALIA PTY LTD,47002950790,190035381,28701700,8610510,2019-20
SADDLEBACK INVESTMENTS PTY LTD,96134978224,850114641,1362545,0,2019-20
SAFCOL AUSTRALIA PTY LTD,19052489924,119466870,0,0,2019-20
SAFRAN HELICOPTER ENGINES AUST PTY LTD,49063102198,109830047,13932829,4179284,2019-20
SAI GLOBAL HOLDINGS II (AUSTRALIA) PTY LTD,55615020409,247054804,0,0,2019-20
SAIC MOTOR AUSTRALIA PTY LTD,30608096519,161707958,0,0,2019-20
SALT LAKE MINING PTY LTD,26162824473,103569479,0,0,2019-20
SAMSONITE AUSTRALIA PTY LTD,31006363248,157036344,8476106,2542832,2019-20
SAMSUNG C&T CORPORATION,49160079470,577677044,0,0,2019-20
SAMSUNG ELECTRONICS AUSTRALIA PTY LIMITED,63002915648,2822899019,50924694,15277408,2019-20
SAN MIGUEL YAMAMURA AUSTRALASIA PTY LTD,49099994162,281854476,8076616,2384574,2019-20
SANDFIRE RESOURCES LIMITED,55105154185,688117092,155073210,46214829,2019-20
SANDVIK AUSTRALIA HOLDINGS PTY LTD,60003771373,1072784141,408150,0,2019-20
SANOFI-AVENTIS AUSTRALIA PTY LTD,31008558807,911482903,55974352,11642844,2019-20
SANTOS LIMITED,80007550923,5013931702,29023941,0,2019-20
SAP AUSTRALIA PTY LIMITED,26003682504,1192082857,0,0,2019-20
SARACEN MINERAL HOLDINGS LIMITED,52009215347,1076905023,218673102,65601931,2019-20
SAS INSTITUTE AUSTRALIA PTY LIMITED,13002287247,119194870,0,0,2019-20
SAVANNA ENERGY SERVICES PTY LTD,16140172756,148002769,9279675,2783902,2019-20
SAVILLS (AUST) HOLDINGS PTY LIMITED,49059047371,135509302,4196596,1258979,2019-20
SCANIA AUSTRALIA PTY LTD,44000537333,582461164,35676224,10702867,2019-20
SCENTRE GROUP LIMITED,66001671496,2405839417,80479091,24115414,2019-20
SCHENKER AUSTRALIA PTY LIMITED,75000410211,760240926,0,0,2019-20
SCHINDLER LIFTS AUSTRALIA PTY LTD,19005838773,524758242,3687130,1106139,2019-20
SCHLUMBERGER AUSTRALIA PTY LTD,74002459225,695160789,0,0,2019-20
SCHNEIDER ELECTRIC AUSTRALIA HOLDINGS PTY LTD,30105310781,1077833616,20681494,0,2019-20
SCHNEIDER ELECTRIC BUILDINGS AUSTRALIA PTY LIMITED,19008059345,114699253,0,0,2019-20
SCHNEIDER ELECTRIC IT AUSTRALIA PTY LTD,70088913866,167028240,15931779,4779534,2019-20
SCHOLASTIC AUSTRALIA PTY LIMITED,11000614577,114407929,3695867,875018,2019-20
SCHRODERS AUSTRALIA HOLDINGS PTY LTD,83008423738,128947450,34592085,10377624,2019-20
SCOR GLOBAL LIFE AUSTRALIA PTY LIMITED,83148897670,166538000,0,0,2019-20
SDP HOLDCO PTY LIMITED,60158076843,241585380,23280681,6984204,2019-20
SEALED AIR AUSTRALIA (HOLDINGS) PTY LIMITED,74102261307,301087840,0,0,2019-20
SEALINK TRAVEL GROUP LIMITED,49109078257,507991240,38695366,11608610,2019-20
SEALORD AUSTRALIA PTY LIMITED,19001670864,114145166,15995966,4410933,2019-20
SEDCO FOREX INTERNATIONAL INC,44188717522,159838895,0,0,2019-20
SEDGWICK AUSTRALIA HOLDINGS PTY LIMITED,NA,120399518,0,0,2019-20
SEEK LIMITED,46080075314,479515865,150802252,16803861,2019-20
SEKISUI HOUSE AUSTRALIA HOLDINGS PTY LTD,71134688510,309009831,0,0,2019-20
SEKTOR LIMITED PARTNERSHIP,74297651095,152082160,6489068,1946720,2019-20
SELECT HARVESTS LTD,87000721380,262545622,13462907,3517535,2019-20
SENEX ENERGY LIMITED,50008942827,124572465,0,0,2019-20
SEPHORA AUSTRALIA PTY LTD,37169030737,226626601,0,0,2019-20
SERCO GROUP PTY LTD,55061889763,1099550175,86407955,25769314,2019-20
SERVICE STREAM LIMITED,46072369870,929132591,79471677,23841503,2019-20
SERVIER LABORATORIES (AUST) PTY LTD,54004838500,120044582,21143933,113000,2019-20
SEVEN GROUP HOLDINGS LIMITED,46142003469,4741333882,327065742,86788931,2019-20
SEVEN WEST MEDIA LIMITED,91053480845,1535298210,9300391,0,2019-20
SFDC AUSTRALIA PTY LTD,91109182989,660330499,0,0,2019-20
SG FLEET GROUP LIMITED,40167554574,313973603,56718931,17015679,2019-20
SG GAMING AUSTRALIA HOLDINGS I PTY LTD,NA,167065217,32666346,9783064,2019-20
SGS AUSTRALIA HOLDINGS PTY LTD,46004269023,261863682,0,0,2019-20
SGSP (AUSTRALIA) ASSETS PTY LTD,60126327624,1945102699,77637760,23291328,2019-20
SHANDONG TIANYE GROUP BID CO PTY LTD,84616407777,166771195,0,0,2019-20
SHANGRI-LA INVESTMENT (AUSTRALIA) PTY LIMITED,15146016033,125660959,3784282,1135285,2019-20
SHAVER SHOP GROUP LIMITED,78150747649,190333006,11409363,3422809,2019-20
SHAW AND PARTNERS LIMITED,24003221583,132969779,18993179,5697954,2019-20
SHELL ENERGY HOLDINGS AUSTRALIA LIMITED,69054260776,5323800890,0,0,2019-20
SHERWIN-WILLIAMS AUSTRALIA HOLDING PTY LTD,61604850599,232693469,0,0,2019-20
SHINE JUSTICE LTD,93162817905,179353012,580680,0,2019-20
SHRIRO HOLDINGS LIMITED,29605279329,134786286,8596604,2042351,2019-20
SIBELCO ASIA PACIFIC PTY LIMITED,70092916811,586898628,0,0,2019-20
SIEMENS HEALTHCARE PTY LTD,83604853938,393650007,24123572,7237072,2019-20
SIEMENS LTD.,98004347880,973197231,38292270,9687728,2019-20
SIGMA ALDRICH OCEANIA PTY LTD,29112895708,136804055,5878758,1763627,2019-20
SIGMA HEALTHCARE LIMITED,15088417403,3359719910,0,0,2019-20
SIGNIFY AUSTRALIA LIMITED,49606173648,107705434,610838,183251,2019-20
SIKA AUSTRALIA PTY LIMITED,12001342329,225113851,16880574,5064172,2019-20
SILICON METAL COMPANY OF AUSTRALIA PTY LTD,73009401736,187541062,13029674,3785013,2019-20
SILVER LAKE RESOURCES LIMITED,38108779782,566058445,0,0,2019-20
SIME DARBY INDUSTRIAL AUSTRALIA PTY LTD,56153652594,3122862141,193637338,56899277,2019-20
SIME DARBY MOTORS RETAIL AUSTRALIA PTY LIMITED,37158278883,211342572,252548,75764,2019-20
SIMEC ENERGY AUSTRALIA PTY LTD,69607714358,214273357,0,0,2019-20
SIMONDS GROUP LIMITED,54143841801,664852925,32485055,9745517,2019-20
SIMPLOT AUSTRALIA (HOLDINGS) PTY LIMITED,23070571934,1289764654,94489079,24154129,2019-20
SIMS LIMITED,69114838630,964075467,29906967,4861012,2019-20
SINGAPORE TELECOM AUSTRALIA INVESTMENTS PTY LIMITED,69096686190,9040169962,181380378,43072333,2019-20
SINGPOST LOGISTICS AUSTRALIA HOLDINGS PTY LTD,59609291330,155533147,425956,127787,2019-20
SINO IRON HOLDINGS PTY LTD,43118791772,2430663380,0,0,2019-20
SINOPEC INTERNATIONAL (AUSTRALIA) PTY LIMITED,69163459701,625002673,305959,45126,2019-20
SINOPEC OIL AND GAS AUSTRALIA PTY LTD,94130568553,573743064,0,0,2019-20
SINOSTEEL AUSTRALIA PTY LTD,36009277230,246832913,0,0,2019-20
SIRVA (ASIA PACIFIC) PTY LTD,48005944187,131126575,3264031,976122,2019-20
SIS AUSTRALIA HOLDINGS PTY LTD,65132211459,587264781,38055260,10873154,2019-20
SKF AUSTRALIA PTY. LTD.,87004236855,114124243,7391344,2217178,2019-20
SKYCITY AUSTRALIA PTY LIMITED,67090828612,129621486,0,0,2019-20
SLATER AND GORDON LIMITED,93097297400,179283030,0,0,2019-20
SMA AUSTRALIA PTY LIMITED,44127198761,127741418,8550902,2536975,2019-20
SMARTGROUP CORPORATION LTD,48126266831,249854820,95176136,28552841,2019-20
SME CAPITAL HOLDINGS PTY LTD,25628947544,153228076,22485071,6745521,2019-20
SMEG AUSTRALIA PTY LTD,33146901082,176803597,7812766,2343830,2019-20
SMIT LAMNALCO AUSTRALIA PTY LTD,24113226074,117606536,0,0,2019-20
SMITH & NEPHEW PTY LTD,68000087507,289613110,10381028,3063166,2019-20
SNC-LAVALIN AUSTRALIA PTY LTD,50085951542,138400762,0,0,2019-20
SNF (AUSTRALIA) PTY LIMITED,32050056267,132760725,0,0,2019-20
SNOWY HYDRO LIMITED,17090574431,2702529510,311642164,89732777,2019-20
SOCIETE GENERALE SECURITIES AUSTRALIA PTY LTD,56114206307,167821458,0,0,2019-20
SODEXO AUSTRALIA PTY LTD,50006072975,1019294306,0,0,2019-20
SOJITZ AUSTRALIA LIMITED,16000213132,912419915,184368982,55309006,2019-20
SOLAR JUICE PTY LTD,96139534026,123828968,0,0,2019-20
SOLAR TURBINES INTERNATIONAL COMPANY,43066283074,148394570,23363525,7009058,2019-20
SOLARIS PAPER PTY LTD,41126825769,168698322,0,0,2019-20
SONIC CLINICAL SERVICES PTY LIMITED,13083519377,416253707,22880496,6215144,2019-20
SONIC HEALTHCARE LIMITED,24004196909,2665192600,209647043,46631710,2019-20
SONOVA AUDIOLOGICAL CARE AUSTRALIA PTY LTD,93113235779,116159746,0,0,2019-20
SONY AUSTRALIA LIMITED,59001215354,1334293516,0,0,2019-20
SOUTH EAST ASIAN LIVESTOCK SERVICES PTY LTD,66136732986,232063195,0,0,2019-20
SOUTH32 (BVI) LIMITED,NA,135947531,1132185,339655,2019-20
SOUTH32 LIMITED,84093732597,4041579937,591670386,36309614,2019-20
SOUTHERN CROSS ALUMINIUM PTY LIMITED,25063778996,154067657,6322931,1896879,2019-20
SOUTHERN CROSS ELECTRICAL ENGINEERING LIMITED,92009307046,419579144,13379941,4013982,2019-20
SOUTHERN CROSS MEDIA GROUP LIMITED,91116024536,535484525,43736992,12309447,2019-20
SOUTHTRADE INTERNATIONAL PTY LTD,46099947163,114124809,2544132,763240,2019-20
SPARK INFRASTRUCTURE HOLDINGS NO 1 PTY LIMITED,14116940786,157118420,66378862,19913659,2019-20
SPARK INFRASTRUCTURE HOLDINGS NO 2 PTY LIMITED,16116940795,118583430,66304704,19891411,2019-20
SPECSAVERS PTY LIMITED,82097147932,606624515,36340061,7425109,2019-20
SPEEDCAST INTERNATIONAL LIMITED,50600699241,161473845,0,0,2019-20
SPENDLESS SHOES PTY LTD,15008152850,112410891,5506235,1651870,2019-20
SPIC PACIFIC ENERGY PTY LTD,92609771057,405539778,0,0,2019-20
SPICERS LIMITED,70005146350,111167146,0,0,2019-20
SPOTLESS GROUP HOLDINGS LIMITED,27154229562,2518918714,0,0,2019-20
SPRINGVALE SK KORES PTY LIMITED,71051015402,122358313,0,0,2019-20
SRG GLOBAL FACADES PTY LTD,29602257581,120595429,4243709,1273113,2019-20
SRG GLOBAL LIMITED,81104662259,350027493,0,0,2019-20
SS&C SOLUTIONS PTY LIMITED,75007325779,161510015,14809609,3654293,2019-20
ST BARBARA LIMITED,36009165066,357427447,69250774,19879182,2019-20
ST MARTINS PROPERTIES HOLDINGS PTY LTD,92001002893,101453501,18848843,5654653,2019-20
STANLEY BLACK & DECKER HOLDINGS AUSTRALIA PTY LTD,81154671244,265060183,0,0,2019-20
STANMORE COAL LIMITED,27131920968,368373400,9330095,2799028,2019-20
STANTEC AUSTRALIA PTY LTD,17007820322,156745091,64256,0,2019-20
STATE BANK OF INDIA,95082610008,100453952,0,0,2019-20
STATE STREET AUSTRALIA LIMITED,21002965200,211277617,100763683,25109174,2019-20
STATE STREET BANK & TRUST COMPANY,70062819630,133821709,13821473,4146442,2019-20
STATEWIDE INDEPENDENT WHOLESALERS LIMITED,51009519546,1184113604,10448090,3134427,2019-20
STEADFAST GROUP LIMITED,98073659677,456143133,214135896,7296726,2019-20
STELLAR ASIA PACIFIC PTY LTD,86082618148,212201231,8201954,2460586,2019-20
STIHL PTY LTD,76004881145,158384837,7128453,2138536,2019-20
STOCKLAND CORPORATION LIMITED,43000181733,2020204108,0,0,2019-20
STORA ENSO AUSTRALIA PTY LTD,64099948491,151842216,3484114,1045234,2019-20
STRANDBAGS HOLDINGS PTY LTD,99128842482,323565964,25488417,7646525,2019-20
STRYKER AUSTRALIA PTY LTD,48002873850,598281298,28595379,8578614,2019-20
SUBARU (AUST) PTY LIMITED,95000312792,1313271801,49380540,14814162,2019-20
SUBSEA 7 AUSTRALIA CONTACTING PTY LTD,36005288406,205317431,0,0,2019-20
SUEZ AUSTRALIA HOLDING PTY LTD,30070452890,1445299182,119417377,33321298,2019-20
SUMITOMO AUSTRALIA PTY LTD,81000371497,1735831944,164104499,31856424,2019-20
SUMITOMO MITSUI BANKING CORPORATION-SYDNEY BRANCH,98114053459,949160762,139305834,41791750,2019-20
SUMMIT AUTO LEASE AUSTRALIA PTY LTD,87054704737,113356340,5873990,1762197,2019-20
SUN METALS CORPORATION PTY LTD,97074241982,938733443,68496323,20548897,2019-20
SUNBEAM ANZ HOLDINGS PTY LTD,NA,107581881,123530,0,2019-20
SUNCORP GROUP LIMITED,66145290124,16118523326,1192957501,352743640,2019-20
SUNLAND GROUP LIMITED,65063429532,177359653,30586677,9176003,2019-20
SUNSHINE A PTY LTD,86631684770,304985877,50970186,15291056,2019-20
SUNSHINE STATE POWER B.V.,40062295425,110356829,0,0,2019-20
SUNSTATE CEMENT LTD,58010421879,102724231,17581489,5274447,2019-20
SUNTORY (AUST) PTY LIMITED,27001628780,255570309,6431192,1929358,2019-20
SUNTORY COFFEE AUSTRALIA LIMITED,49000254660,113448491,5511514,1649406,2019-20
SUPER RETAIL GROUP LIMITED,81108676204,2700072126,186630415,55134349,2019-20
SUPERIOR PAK PTY LTD,30162247323,103015765,15197961,4299830,2019-20
SUPPLY NETWORK LTD,12003135680,113056785,12143817,3643145,2019-20
SURBANA JURONG HOLDINGS (AUSTRALIA) PTY LTD,49612229197,610721093,0,0,2019-20
SUSQUEHANNA PACIFIC PTY LTD,23082467605,361172175,73015671,20750670,2019-20
SUZUKI AUSTRALIA PTY LIMITED,57001828164,330868532,8436965,2531090,2019-20
SVITZER AUSTRALASIA HOLDINGS PTY LTD,16120555302,360580795,33397004,7030542,2019-20
SWAROVSKI AUSTRALIA PTY LTD,16000679416,136367399,3976490,1192947,2019-20
SWICK MINING SERVICES LIMITED,20112917905,108823178,8603707,0,2019-20
SWISS RE AUSTRALIA LIMITED,28004360909,3107624662,0,0,2019-20
SWISS RE INTERNATIONAL SE AUSTRALIA BRANCH,38138873211,285722119,0,0,2019-20
"SWISS REINSURANCE COMPANY LTD, AUSTRALIA BRANCH",43007479941,1143882526,110765372,33229612,2019-20
SWISSPORT ANZ PTY LTD,54167311551,231015915,17635229,5156357,2019-20
SYDNEY AIRPORT LIMITED,18165056360,1640913617,0,0,2019-20
SYNGENTA AUSTRALIA PTY LIMITED,33002933717,226920401,11043561,1414739,2019-20
SYNNEX AUSTRALIA PTY LTD,40052285882,2182670682,30989657,9296897,2019-20
SYRINX AUSTRALIA PTY LTD,50130046267,258252804,47938851,13460087,2019-20
TABCORP HOLDINGS LIMITED,66063780709,4636650977,475102589,125723750,2019-20
TAIPOWER BENGALLA PTY LTD,18075407617,207061030,95233465,28569866,2019-20
TAKEDA PHARMACEUTICALS AUSTRALIA PTY LTD,71095610870,181740189,1579691,473907,2019-20
TAL DAI-ICHI LIFE AUSTRALIA PTY LTD,97150070483,6092414782,86545160,12803876,2019-20
TASSAL GROUP LIMITED,15106067270,594297000,81140504,0,2019-20
TATA CONSULTANCY SERVICES LIMITED,28109981777,1045156800,232869618,64332219,2019-20
TATURA MILK INDUSTRIES PTY LTD,66006603970,504301032,10777611,2698054,2019-20
TCL ELECTRONICS AUSTRALIA PTY LTD,83111032896,126230602,2882944,864883,2019-20
TEACHERS MUTUAL BANK LIMITED,30087650459,292661361,42913096,12631386,2019-20
TECH DATA (ANZ) PTY LTD,15090111890,297810211,0,0,2019-20
TECH MAHINDRA LIMITED,15092511558,229280819,9267332,2780200,2019-20
TECHNICOLOR PTY LTD,23000978343,230686972,1631212,489364,2019-20
TECHNIP OCEANIA PTY LTD,43062878719,622427763,56919660,17075898,2019-20
TECHNOLOGY ONE LIMITED,84010487180,301821355,78670809,5302947,2019-20
TEEKAY HOLDINGS AUSTRALIA PTY LTD,12125391880,114351372,0,0,2019-20
TELARIA HOLDINGS PTY LTD,49607240791,107139702,15213,0,2019-20
TELERIC PTY LTD,90004284664,1173161077,18287859,5213360,2019-20
TELSTRA CORPORATION LTD,33051775556,24921802413,3118881494,901769670,2019-20
